"CourseID","Descr"
"000238","Net level premium reserves; multiple life functions; multiple decrements, the expense factor; special topics.Prerequisite: ACTU 257.NOTE: Students who have received credit for MATH 427 may not take this course for credit."
"000239","This lab will feature the use of programming languages and software applications.NOTE: Students who have received credit for MATH 232 may not take this course for credit."
"000241","Applications of contingency theory in health insurance, individual and collective risk theory, ruin theory.NOTE: Students who have received credit for MATH 428 may not take this course for credit."
"000242","Credibility approach to inference for heterogeneous data; classical, regression and Bayesian models; illustrations with insurance data.Prerequisite: ACTU 457; STAT 349 previously or concurrently."
"000243","Probability model fitting to loss data; estimation and testing under variety of procedures and sampling designs.Prerequisite: ACTU 457; STAT 360."
"000244","This lab will be a workshop designed to prepare students for the Actuarial Models examination of the Society of Actuaries and the Casualty Actuarial Society.NOTE: Students who have received credit for MATH 429 may not take this course for credit."
"000245","Specific topics for this course, and prerequisites relevant in each case, will be stated in the Undergraduate Class Schedule."
"000246","This course consists of an overview of the field of adult education as a field of study with emphasis given to its philosophy, objectives, historical development, and the nature of adult learners. It also examines adult education as a field of practice with emphasis given to methods, techniques, roles, and competencies. This course stresses active student participation and self-directedness.NOTE: Students who have received credit for ADED 200 may not take this course for credit."
"000247","This course is designed to help students develop an understanding of the scope and nature of adult education programs. Emphasis is placed on existing programs, and institutions and agencies providing them. The course stresses active student participation and self-directedness.NOTE: Students who have received credit for ADED 200 may not take this course for credit."
"000248","This course examines the unique physiological, psychological, and sociological characteristics of adults, their influence on adult learning and development, and their implications for educational intervention. Attention is given to changes which occur at various stages of the adult life cycle, and particularly to the dimensions which affect the adult's self-concept and orientation to learning, the motivations, needs, and interests which cause adults to participate in educational activities."
"000251","This course examines the processes, conditions, and skills involved when adults work in groups. Participants develop a knowledge and understanding of group dynamics and acquire the skills needed for using groups as a means of adult learning. One of the approaches this course takes is to have participants learn about group dynamics by being actively involved in various interactive group situations.NOTE: Students who have received credit for this topic under ADED 370 may not take this course for credit."
"000253","The purpose of this course is to assist participants in developing a clear working concept of various models for planning and designing adult learning projects. To facilitate this understanding, the different steps of the process are closely examined and discussed. Participants are given an opportunity to design and conduct a learning activity in the area of subject matter speciality. A systems approach, including methods for evaluating the design of the learning project is emphasized.NOTE: Students who have received credit for ADED 340 or 341 or 343 may not take this course for credit."
"000254","The purpose of this course is to assist participants in developing a clear working concept of various models for assessing the effectiveness of adult learning projects. The course emphasizes a systematic approach to evaluation, techniques for collecting information and providing feedback to program operation and impact. Participants are given the opportunity to conduct an evaluation of an adult learning project in the area of subject matter speciality.NOTE: Students who have received credit for ADED 342 or 343 may not take this course for credit."
"000257","It is the role of adult educators (agents of change) to confront issues of diversity and to challenge the forces of racism, sexism, classism, homophobia, and discrimination. By integrating notions of education, and by reflecting on the roles of practitioners, this course develops strategies to resist structural inequality and oppression.NOTE: Students who have received credit for this topic under an ADED 498 number may not take this course for credit."
"000258","The purpose of this course is to examine the historical development and current state of adult education in Canada, with special reference to Quebec. Various factors which influenced the development of adult education in our society are explored; the focus is on present status, role and structure, and socio-cultural and philosophical underpinnings of the field."
"000260","Please see UGRD Calendar"
"000273","This internship is designed to assist individual students in achieving a synthesis of their own experiential learning in light of acquired knowledge, skills, values, and attitudes through the clarification of personal aims and the philosophy of adult education. Students will normally enrol in this internship near the end of their program.Prerequisite: ADED 201; ADED 202 and 15 credits in the program.NOTE: Students who have received credit for ADED 495 may not take this course for credit.NOTE: Students will normally enrol in ADED 496 near the end of their program."
"000274","This internship is designed to extend the personal aims and philosophy of adult education arrived at in Integrative Internship I, and engage in a special project in an adult education facility where supervision is provided by the host institution.Prerequisite: Successful completion of ADED 496.NOTE: Students who have received credit for ADED 495 may not take this course for credit."
"000277",""
"000316","Please see GRAD Calendar"
"000317","Please see GRAD Calendar"
"000318","Please see GRAD Calendar"
"000319","Please see GRAD Calendar"
"000320","Please see GRAD Calendar"
"000323","Please see GRAD Calendar"
"000325","Please see GRAD Calendar"
"000326","Please see GRAD Calendar"
"000327","Please see GRAD Calendar"
"000328","Please see GRAD Calendar"
"000329","Please see GRAD Calendar"
"000333","Please see GRAD Calendar"
"000334","Please see GRAD Calendar"
"000335","Please see GRAD Calendar"
"000337","Please see GRAD Calendar"
"000345","Please see GRAD Calendar"
"000360","This course is intended to develop a basic understanding of the role of administration in our society. The course includes a survey of different forms of organizations, their social and legal responsibilities, and how they function to achieve their goals.NOTE: JMSB students may not take this course for credit.NOTE: This course does not count towards the requirements for the Minor in Business Studies."
"000361","This course is designed to review the historical development of business in Canada and to examine the relationships between the firm (management) and the owners, the employees, the customers, the government, and the community. Further, it studies some of the problems facing Canadian business today: the dehumanizing aspect, pollution problems, large vs. small firms, foreign ownership, and competition.NOTE: JMSB students may not take this course for credit.NOTE: Students who have received credit for this course may not take MANA 369 for credit.NOTE: This course does not count towards the requirements for the Minor in Business Studies."
"000384","Please see GRAD Calendar"
"000409","Please see GRAD Calendar"
"000428","Please see GRAD Calendar"
"000448","Please see GRAD Calendar"
"000505","Please see GRAD Calendar"
"000522","Please see GRAD Calendar"
"000537","Please see GRAD Calendar"
"000547","Please see GRAD Calendar"
"000586","Please see GRAD Calendar"
"000605","Please see GRAD Calendar"
"000627","Please see GRAD Calendar"
"000649","Please see GRAD Calendar"
"000650","Please see GRAD Calendar"
"000676","Please see GRAD Calendar"
"000677","Please see GRAD Calendar"
"000679","Please see GRAD Calendar"
"000680","Please see GRAD Calendar"
"000705","Please see UGRD Calendar"
"000706","Please see UGRD Calendar"
"000707","Please see UGRD Calendar"
"000708","Please see UGRD Calendar"
"000709","Please see UGRD Calendar"
"000710","Please see UGRD Calendar"
"000711","Please see UGRD Calendar"
"000712","Please see UGRD Calendar"
"000713","Please see UGRD Calendar"
"000714","Please see UGRD Calendar"
"000715","This course offers a broad overview of leisure and recreation throughout history, highlighting selected major patterns and important similarities or differences among different historical eras Students learn about threaded themes related to leisure and recreation that have existed throughout history, as well as the origin and development of leisure/recreation-related systems, such as leisure services and leisure studies, emphasizing Canadian and North American perspectives The historical roots of leisure, the conditions in society that have affected leisure, the responses to those conditions, and the role of leisure in contemporary life as shaped by historical events are investigatedNOTE: Students who have received credit for HIST 215 or for this topic under an AHSC 298 number may not take this course for credit"
"000716","This survey course provides an interdisciplinary overview of biopsychosocial patterns of development over the lifespan, fromconception to death. Students learn about theories of human development, with an emphasis on typical normative development,and on application of theory to practice. The course material covers key issues in development, major milestones of development,and major life events.NOTE: Students who have received credit for PSYC 230 may not take this course for credit.NOTE: Students registered in a Psychology program may not take this course for credit."
"000717","This course introduces students to the ways in which theories of learning (includingexperiential, transformational, integral and action learning) relate to and can inform efforts to bring improvement and change to individuals and groups. The course explores the importance of personal engagement in learning, and illustrates how ongoing reflection strengthens a learning process. It enables students to create clear personal visions, set relevant learning goals, create and organize related activities, and assess their progress. The course provides learning process models and ways to identify personal stylistic differences which affect personal learning progress and strategies."
"000718","This course is designed to provide knowledge and skill in building and maintaining interpersonal relationships characterized by mutual understanding and respect. Students can expect to enhance their understanding of themselves and their personal styles. The course focuses on effective communication behaviour. Students can expect to improve their abilities to attend to verbal and non‑verbal communication; exchange constructive feedback with others; address and deal constructively with conflict; and communicate across differences, such as gender and race. Conceptual perspectives include the contextual influences inrelationship dynamics and the role of affect in interpersonal communication. The course also examines value considerations"
"000719","Prerequisite: AHSC 230. This course is an introduction to understanding interaction and developmental processes of small groups and skill‑building for effective participation. It enables students to learn frameworks for observing a group’s process, member roles that facilitate positive group processes and task accomplishment, and models of intervention in small groups. The course provides opportunities for students to integrate the theory they learn with their experiences in a task group."
"000720","This course introduces students to the theories and relationships of play, perceptions of free and discretionary time, concepts of leisure, and the historical foundations for the discipline. The concepts are presented as integral components of today’s lifestyle. In addition, the organized recreation system is examined, with an introduction to the leisure services delivery system. The students also examine the role that leisure plays in current societal issues."
"000721",""
"000726","The course prepares students to construct effective interactive programs designed for specific client populations. Using program design principles and practices, students match learning activities to desired program outcomes, while considering participant qualities and contextual features. Emphasis is placed on assessment, design, and evaluation knowledge and skills."
"000727","This course is an introduction to general systems theory and change from an interventionistperspective, as well as an orientation to various unique human systems. It focuses on understanding applied social science research and examines general strategies of intervention and salient models of practice, exposing students to varied domains of application. The course also features attention to values and ethical issues associated withspecific practice and intervention strategies and the role of social justice and anti-oppressive approaches."
"000728","An examination of the fundamental concepts of therapeutic recreation. Included is the study of the historical foundations and the basic terminology, purposes, and theories of therapeutic recreation."
"000729","This course examines how personal and social factors shape individuals' perceptions, experiences, and responses to the availability of discretionary time Students review current theory and research focusing on the relationship between leisure and individual functioning, and applications to human problems associated with leisurePrerequisite: AHSC 241 previously or concurrentlyNOTE: Students who have received credit for PSYC 286 or for this topic under an AHSC 298 number may not take this course for credit"
"000737","This course presents an examination of the tourism industry in Canada, including concepts, research, practices, and promotion. Topics covered include destination motivation, commercial recreation, business travel, trends in tourism development, government agencies, the economics of promotion, social objectives, market segmentation, and ethical and legal considerations."
"000738","This course examines theories of diversity and difference, as well as the effects of biases, stereotypes and stigmatization in personal interactions, institutional practices, and socio‑cultural norms. It considers the role of identity‑related issues such as age, culture, disability, ethnicity, gender, geographical location, health status, history, language, power, race, religion, sexual orientation, and social class in human relationships and systems.NOTE: Students who have received credit for AHSC 245 may not take this course for credit."
"000739","This course provides students with knowledge of physical and psychosocial aspects of sexuality in relationships through life and examines values, attitudes, and issues related to the development and expression of sexuality. Topics include gender, family, cultural and media influences; historically and culturally based attitudes; prevention and sexually transmitted diseases; self‑perception and identity in sexuality; and emotion and sexuality. The course aims to foster respect for persons and diversity.NOTE: Students who have received credit for AHSC 253 may not take this course for credit."
"000740","This course is a requirement for students enrolled in the Certificate in Family Life Education. This course is an examination of patterns, effective approaches, and issues in communication among persons in primary partnerships and families. It also explores topics such as diversity in forms of “family,” decision‑making, problem‑solving, power relations, gender issues, managing differences in expectations, and the influences of cultural, social, and economic contexts.NOTE: Students who have received credit for AHSC 254 may not take this course for credit."
"000741","Prerequisite: AHSC 220. This course links knowledge of adolescent development to a more detailed examination of related adolescent patterns and issues, including peer relations and friendship, parental and family relations, identity, sexuality and gender, and socio‑economic and cultural influences. Directed towards students interested in working with adolescents, the course combines theoretical and practical knowledge relating to adolescents, their parents and their concerns for the purpose of enhancing the adolescent experience."
"000742","Prerequisite: AHSC 230. This course reviews different forms and concepts relevant to interviewing for use in work and community settings. It examines communication influences on the interviewer and interviewee and the limitations of different interview approaches. It enables students to structure and design interviews, to build rapport, and to manage information flow.NOTE: Students who have received credit for AHSC 256 may not take this course for credit."
"000743","Prerequisite: AHSC 220. This course examines relationships, transitions, and developmental change through early adulthood and middle age. Relevant adult development theories are reviewed. Students explore the nature and significance of close relationships, life transitions, choices and contextual influences. This course includes a consideration of the societal values inherent in notions of maturity, optimal environments, and interventions to enhance quality of life."
"000744","Prerequisite: AHSC 220. This course explores developmental change patterns and differences among people in older adulthood. Topics include retirement and pensions, concepts of health, fitness, well‑being and models of health care, housing and transportation, leisure, family and social relations, ethnicity and aging, loss and grief, death and dying. Designed for persons interested in working with older adults, the course fosters awareness of myths, stereotypes and ageism, and emphasizes an attention to community social support and interventions which are enabling."
"000745","This course reviews all aspects of federal and provincial legislation that impact on practice with families. Legislation governing marriage, divorce and custody, family violence, child and youth protection and placement, youth crime, child advocacy and the challenges of working with families in relation to the legislation, are presented with a particular focus on the rights of children and the legal responsibilities of practitioners."
"000746","The objectives of this course are to provide students with an understanding of the scope and status of child‑ and youth‑care work, to sensitize them to the necessary competencies and daily challenges of this work in a range of settings, and to review relevant theory. An overview of the history of the field is provided, as well as a review of seminal writings and recent literature on best practices.NOTE: Students who have received credit for AHSC 402 or for this topic under an AHSC 398 number may not take this course for credit."
"000747","This course focuses on theory and empirical research concerning the relationships between gender and leisure. This includes topics such as the effect of gender on leisure meanings, constraints to leisure, and participation in leisure. In addition, this course explores the cultural influences of leisure related to gender identity and gender relations. As part of this, the course explores the role that leisure plays as a significant site for the social construction and contestation of gender. Emphasis is placed on understanding ways in which gender relations and gender role expectations affectand are affected by leisure."
"000748","This course develops facilitative skills and approaches to leadership in small groups. Students learn effective ways to observe and to interpret the significance of group behaviour for the purpose of intervening effectively. It introduces students to program design theory for human and social service organizations and program design principles and practices relevant to small group learning.The course highlights factors optimizing participation, patterns of communication and influence, decision-making, problem-solving, collaborative planning, conflict management, and effects of gender and other identity-related differences. Students identify their leadership styles and group facilitation skills to develop flexibility in adapting to diverse group situations."
"000749","This course examines the state of the natural environment, and explains how leisure service providers play a crucial leadership role in fulfilling the needs of both the public and the environment."
"000750","This course gives students a theoretical and practical overview of the role of power and conflict in human relationships and human systems — groups, organizations, and communities. The concept of power is explored in depth since the use of power is central in both the creation and the resolution of conflict. The course focuses on the development of analytical tools that serve to identify the different elements leading to, maintaining or escalating conflicts. Particular attention is given to ethics associated with the use of power and management of conflict."
"000752","This course offers an introduction to the field of leisure education in therapeutic recreation and leisure services. The history and underlying philosophy of the concept is presented. The roles of the school, community, and community-serving agencies are examined. Existing models are analyzed and discussed."
"000754","This course examines Family Life Education from its inception as a field of practice to its current status in North America. It highlights complex related issues and the role of the educator, including attention to personal values and ethical principles of the practitioner. Topics include distinctions between prevention education and therapeutic intervention, and an overview of the range of different family life education programs and current practices."
"000755","Prerequisite: 30 university credits including AHSC 220. This course examines the concept of play in adult learning and development. Gender, age, ethnic and social class diversity are explored as they relate to adult play behaviour."
"000756","This course offers an analysis of leadership theory and its application to leisure services. Major topics are the principles and practices of leadership, group dynamics, leadership skill development and program planning, and the unique role of the leisure leader."
"000757","The focus of this course is on the practice of human system intervention from a pragmatic as well as a theoretical perspective. The course emphasizes collaborative strategies for effecting change in human systems within a broad range of intervention alternatives. It focuses on the interventionist’s role in effective change strategy development, initiation, management, and evaluation. The course is taught with a special focus on personal and professional values and ethical issues related to human systems intervention."
"000758","The course focuses on the application of recreation planning, theory, and skills. It examines methods and procedures used to assess client needs, design and deliver programs and services, and evaluate their impact. Practical experience is gained through a combination of field experience, project planning, and group work."
"000760","This course gives an overview of a range of data collection and analysis strategies which are relevant to collaborative and participative intervention practice. It examines practical considerations for selecting specific quantitative approaches and prepares students to formulate and administer intervention‑related questionnaires, to conduct basic quantitative analyses, and to present data results to interested individuals and groups. The course also examines basic ethical requirements in conducting applied social research."
"000761","Prerequisite: AHSC 241, 260, 281. This course explores current therapeutic recreation practices with emphasis on rehabilitation in community and clinical settings such as hospitals, group homes, psychiatric centres, rehabilitation clinics, and correctional centres. Leisure planning and assessment models are studied to identify the modes of recreational activity which may be used as an intervention."
"000762","This course gives an overview of a range of qualitative approaches to practical projects and interventions.It prepares students to design and conduct interviews (including making decisions about respondent selection) with individuals and in focus groups, as well as participant observation. It also enables students to analyze qualitative data from these sources as well as documentary sources in light of practical project purposes. The course highlights special ethical considerations in conducting qualitative forms of applied social research."
"000763","Prerequisite: AHSC 220, 281. This course gives an overview of the role and impact of therapeutic recreation services for individuals with physical disabilities and limitations. It analyzes the bar­riers to recreation participation along with the planning and designing of a safe and accessible recreational environment."
"000764","Prerequisite: AHSC 220, 281. This course gives an overview of the role of therapeutic recreation services for individuals with cognitive disabilities and limitations or illness. It focuses on the etiology, impact, and barriers related to specific conditions. It also studies legislation trends and resources for community recreation integration and the role of transitional programs."
"000783","This course provides students with a theoretical understanding of the complexity of providing leisure services in the province of Quebec. The course examines the administration of leisure services in municipal, regional, provincial, and federal governments. The course examines law as it applies to aspects of recreational activities in the areas of organization, supervision, and participation. The course covers the Quebec Civil Code, the Canadian Constitution, and the Quebec and Canadian Charter of Rights and Freedoms as they apply to the study of leisure."
"000784","This course develops an understanding of the leisure needs of youth from emotional, physical, psychological, and sociological perspectives. Major areas of discussion include leisure preferences and needs assessment, strategies for programming, dealing with youth‑at‑risk, and recreational opportunities for youth. Lectures and laboratory."
"000785","Prerequisite: AHSC 270, 330. This course introduces students to the characteristics of organizations as open systems. The evolution of organization development and the principle theories and perspectives that have helped to define the field are studied. Organization development methods as well as criteria for examining organizational effectiveness, underlying beliefs, values, and assumptions are examined. Key concepts covered are organization vision, mission and goals, and organization norms and culture.NOTE: Students who have received credit for AHSC 420 may not take this course for credit."
"000786","This course provides students with the opportunity to apply organization development concepts and strategies to effect change in organizations. Using theoretical, case, and experiential approaches, the focus of instruction progressively guides the student through the stages of organization development. Concepts covered include entry and contracting, identifying organizational issues and goals for change, collecting and analyzing pertinent organizational data, and diagnosis and feedback to the client. Opportunities for the development of change‑agent skills are provided through the emphasis on in‑class applications.NOTE: Students who have received credit for AHSC 420 may not take this course for credit."
"000787","This course offers an analysis of the processes involved in planning and managing leisure service delivery systems. Topics to be studied include principles of planning, organization, budgeting, and supervision."
"000788","Prerequisite: 60 university credits including AHSC 321, 361, 371, 385. This is a third-year interdisciplinary seminar in which students can tie together all they have learned in the Leisure Sciences program. Additionally, students are set on a course of study that should continue after they graduate so that they can keep up with future developments in this area."
"000789","Prerequisite: 60 university credits including AHSC 321, 361, 381, 383, 384. This is athird-year interdisciplinary seminar in which students can tie together all that they have learned in the Therapeutic Recreation program. Additionally, students are set on a course of study that should continue after they graduate so that they can keep up with future developments in this area."
"000790","Prerequisite: AHSC 330. This course must be taken in final year. This course provides an opportunity for students to integrate theory into practice in the design, facilitation and evaluation of small group process. Students lead one small task or learning group in a community, an organizational or an institutional setting. The fieldwork is combined with class sessions for orientation, supervision, reflection and evaluation."
"000791","This course is one of two internship options for students enrolled in the Specialization in Human Relations. This internship provides students with a supervised opportunity to apply learning from the BA Specialization in Human Relations to work with youth and families in a range of settings such as child welfare, schools, non‑profit organizations, residential care, or outreach. The specific objectives are to teach about planning, education, and intervention in human servicework, to promote self‑reflection as a critical component of ethical practice, and to provide a basis for further career planning and/or graduate work in youth and family practice.NOTE: Students who have received credit for AHSC 439 or for this topic under an AHSC 499 number may not take this course for credit."
"000792","Prerequisite: 60 university credits including AHSC 361, 371; permission of the Department. This course provides students with an opportunity to design, implement, and evaluate programs; to facilitate groups in a variety of settings; and to establish working relationships with field personnel. In consultation with their supervisors, students select a site related to their learning interests. Students learn to develop and manage their own project and to self‑assess their work. The course includes fieldwork, seminars, and team meetings."
"000793","Prerequisite: 60 university credits including AHSC 361, 381, 383, 384; permission of the Department. This course provides students with an opportunity to design, implement, and evaluate programs, to facilitate groups in a variety of settings, and toestablish working relationships with field personnel. In consultation with their supervisors, students select a site related to their learning interests. Students learn to develop and manage their own project and to self‑assess their work. The course includes fieldwork, seminars, and team meetings."
"000794","Thiscourse is one of two internship options for students enrolled in the Specialization in Human Relations. This course provides students with an opportunity to design, implement, and evaluate small group leadership in several settings, and to negotiate working relationships with site personnel. Students will be solely responsible for facilitating several task or learning groups in community, work, or educational settings. The sites will be selected according to students’ learning interests and in consultation with the course instructor. The course includes supervisory team meetings and internship seminar sessions.NOTE: Students who have received credit for AHSC 436 or for this topic under an AHSC 499 number may not take this course for credit."
"000796","Prerequisite: AHSC 270, 330. This course examines the field of community development through the presentation of basic models. The examination of these models in historical and environmental contexts focuses on understanding how they reflect different views of social relationships. Students explore different approaches to working with communities and the implications for practice. They also examine ways of analyzing and defining community resources, problems, and issues.NOTE: Students who have received credit for AHSC 440 may not take this course for credit."
"000797","Prerequisite: 30 university credits including AHSC 220, 241, 260. This course examines the aging process in the physical, cognitive, and affective domains. It familiarizes the student with the characteristics of the aging population as related to leisure, recreation, and lifestyle. It focuses on developing and understanding the impact of lifelong leisure in the aging process. The course reviews issues related to the phenomenon of leisure in retirement and discusses the process of delivering leisure services to older individuals."
"000798","This course focuses on how to intervene in community contexts; identify community structures and inter‑group dynamics relevant to intervention planning; gather and organize data for use by communities; develop intervention plans that involve the community each step of the way and that foster leadership within its ranks; and evaluate an intervention. Attention is given to cultural diversity and value differences.NOTE: Students who have received credit for AHSC 440 may not take this course for credit."
"000799","This course focuses on the use of assessment applied to individual leisure abilities, interests and needs, and the application of counselling theory to the field of therapeutic recreation and leisure services. A variety of assessment tools are analyzed/interpreted. Theories, models, and methods of therapeutic recreation and leisure counselling are discussed."
"000800","In this course students learn to develop theoretical understanding and practical skills in the area of health promotion. Applying a holistic definition of health, this course critically examines health and its social determinants from ecological and intersectional perspectives. Topics include health literacy and health communication, mental health and life promotion, population health, community wellness, and healthy workplace practices. Designing, implementing, evaluating and sustaining health behaviour change with individuals, groups, communities and populations are emphasized."
"000801","Prerequisite: 45 university credits including AHSC 232, 313, 380.This course provides an advanced understanding of parenting theories, research, and applications in the context of parent-child relations over the life span. Topics include parenting rights and responsibilities, parenting practices and programs, high-risk parenting, and parental assessment.NOTE: Students who have received credit for this topic under an AHSC 498 number may not take this course for credit"
"000802","Prerequisite: 60 university credits including AHSC 330. This is an intensive format six‑day learning session through which students may expect to increase their awareness of how their behaviour affects others, increase their skill and understanding of effectively and responsibly communicating to and exchanging feedback with others, increase their understanding of leadership and authorityrelations, and deepen their understanding of group dynamics."
